dataset,split,model,seed,replay_frac,A_before,A_after,A_T2,avg_final,raw_forgetting,normalized_forgetting
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.0,0.5586,0.0,0.4394,0.2197,0.5586,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.01,0.5586,0.0,0.5092,0.2546,0.5586,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.05,0.5586,0.0696,0.4996,0.28459999999999996,0.489,0.8754027926960258
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.1,0.5586,0.1872,0.4436,0.3154,0.37139999999999995,0.664876476906552
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,3,0.2,0.5586,0.26,0.3028,0.2814,0.2986,0.5345506623702112
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.0,0.2108,0.0,0.5286,0.2643,0.2108,1.0
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.01,0.2108,0.0378,0.6054,0.3216,0.173,0.8206831119544592
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.05,0.2108,0.0116,0.556,0.28380000000000005,0.1992,0.9449715370018975
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.1,0.2108,0.1932,0.2318,0.21250000000000002,0.017599999999999977,0.08349146110056915
fashion_mnist,fixed_10k_train_full_test,homeostatic_sparse_oja,4,0.2,0.2108,0.014,0.4608,0.2374,0.19679999999999997,0.9335863377609107
