dataset,model,seed,fraction,n_train,accuracy,status,time_sec
mnist,mlp,1,1.0,60000,0.9163,completed,2.892455816268921
mnist,cnn,1,1.0,60000,0.227,completed,8.520586252212524
mnist,hebbian_oja,1,1.0,60000,0.1277,completed,5.48919677734375
mnist,sparse_hebbian_oja,1,1.0,60000,0.1035,completed,3.98435640335083
mnist,logistic_regression,2,0.05,3000,0.7893,completed,0.1183931827545166
mnist,mlp,2,0.05,3000,0.7445,completed,0.28481483459472656
mnist,cnn,2,0.05,3000,0.0989,completed,0.4298672676086426
mnist,hebbian_oja,2,0.05,3000,0.0513,completed,0.9003009796142578
mnist,sparse_hebbian_oja,2,0.05,3000,0.1032,completed,1.2157618999481201
mnist,logistic_regression,2,0.2,12000,0.8263,completed,0.5499799251556396
mnist,mlp,2,0.2,12000,0.8219,completed,0.5104618072509766
mnist,cnn,2,0.2,12000,0.11,completed,2.05849027633667
mnist,hebbian_oja,2,0.2,12000,0.1078,completed,2.451089382171631
mnist,sparse_hebbian_oja,2,0.2,12000,0.1032,completed,2.2887656688690186
mnist,logistic_regression,2,0.5,30000,0.8685,completed,0.9879195690155029
mnist,mlp,2,0.5,30000,0.8836,completed,1.3640835285186768
mnist,cnn,2,0.5,30000,0.1644,completed,4.55593204498291
mnist,hebbian_oja,2,0.5,30000,0.0863,completed,2.7687289714813232
mnist,sparse_hebbian_oja,2,0.5,30000,0.1183,completed,3.2811596393585205
mnist,logistic_regression,2,1.0,60000,0.8975,completed,2.5029144287109375
mnist,mlp,2,1.0,60000,0.9148,completed,3.9535982608795166
mnist,cnn,2,1.0,60000,0.1682,completed,8.245170593261719
mnist,hebbian_oja,2,1.0,60000,0.2011,completed,4.610137939453125
mnist,sparse_hebbian_oja,2,1.0,60000,0.1213,completed,4.2752039432525635
mnist,logistic_regression,3,0.05,3000,0.7923,completed,0.2664985656738281
mnist,mlp,3,0.05,3000,0.7723,completed,0.15083527565002441
mnist,cnn,3,0.05,3000,0.1006,completed,0.39217066764831543
mnist,hebbian_oja,3,0.05,3000,0.0996,completed,1.3826677799224854
mnist,sparse_hebbian_oja,3,0.05,3000,0.1028,completed,1.200286626815796
mnist,logistic_regression,3,0.2,12000,0.8281,completed,0.5242643356323242
mnist,mlp,3,0.2,12000,0.8452,completed,0.6310744285583496
mnist,cnn,3,0.2,12000,0.1261,completed,1.890425205230713
mnist,hebbian_oja,3,0.2,12000,0.0948,completed,2.2614524364471436
mnist,sparse_hebbian_oja,3,0.2,12000,0.1028,completed,2.304370403289795
mnist,logistic_regression,3,0.5,30000,0.868,completed,0.9826011657714844
mnist,mlp,3,0.5,30000,0.8846,completed,2.6074767112731934
mnist,cnn,3,0.5,30000,0.2428,completed,4.866333723068237
mnist,hebbian_oja,3,0.5,30000,0.0981,completed,3.4768526554107666
mnist,sparse_hebbian_oja,3,0.5,30000,0.1005,completed,3.3126301765441895
mnist,logistic_regression,3,1.0,60000,0.8981,completed,2.514038324356079
mnist,mlp,3,1.0,60000,0.9136,completed,3.0775046348571777
mnist,cnn,3,1.0,60000,0.3334,completed,8.420615911483765
mnist,hebbian_oja,3,1.0,60000,0.1888,completed,4.461645841598511
mnist,sparse_hebbian_oja,3,1.0,60000,0.098,completed,4.572375297546387
mnist,logistic_regression,4,0.05,3000,0.7861,completed,1.2328529357910156
mnist,mlp,4,0.05,3000,0.799,completed,0.14434266090393066
mnist,cnn,4,0.05,3000,0.0973,completed,0.745790958404541
mnist,hebbian_oja,4,0.05,3000,0.0766,completed,1.7570321559906006
mnist,sparse_hebbian_oja,4,0.05,3000,0.098,completed,1.358215093612671
mnist,logistic_regression,4,0.2,12000,0.815,completed,0.536156415939331
mnist,mlp,4,0.2,12000,0.8397,completed,0.5123300552368164
mnist,cnn,4,0.2,12000,0.1061,completed,2.089395761489868
mnist,hebbian_oja,4,0.2,12000,0.1078,completed,2.2655696868896484
mnist,sparse_hebbian_oja,4,0.2,12000,0.0981,completed,2.3114545345306396
mnist,logistic_regression,4,0.5,30000,0.8648,completed,1.0438337326049805
mnist,mlp,4,0.5,30000,0.8881,completed,1.4923934936523438
mnist,cnn,4,0.5,30000,0.1316,completed,4.3781821727752686
mnist,hebbian_oja,4,0.5,30000,0.1173,completed,3.208751678466797
mnist,sparse_hebbian_oja,4,0.5,30000,0.1152,completed,3.0326220989227295
mnist,logistic_regression,4,1.0,60000,0.8955,completed,2.492325782775879
mnist,mlp,4,1.0,60000,0.9154,completed,3.1176443099975586
mnist,cnn,4,1.0,60000,0.2036,completed,10.468386888504028
mnist,cnn,4,1.0,60000,0.1792,completed,9.991809368133545
mnist,hebbian_oja,4,1.0,60000,0.229,completed,4.207109689712524
mnist,sparse_hebbian_oja,4,1.0,60000,0.098,completed,4.245889663696289
fashion_mnist,logistic_regression,0,0.05,3000,0.6323,completed,0.10820651054382324
fashion_mnist,mlp,0,0.05,3000,0.6516,completed,0.1294844150543213
fashion_mnist,cnn,0,0.05,3000,0.1,completed,0.4615819454193115
fashion_mnist,hebbian_oja,0,0.05,3000,0.0877,completed,1.3481266498565674
fashion_mnist,sparse_hebbian_oja,0,0.05,3000,0.1009,completed,1.1591737270355225
fashion_mnist,logistic_regression,0,0.2,12000,0.6727,completed,0.36911606788635254
fashion_mnist,mlp,0,0.2,12000,0.6866,completed,0.5881593227386475
fashion_mnist,cnn,0,0.2,12000,0.1236,completed,2.0797269344329834
fashion_mnist,hebbian_oja,0,0.2,12000,0.1,completed,2.0891222953796387
fashion_mnist,sparse_hebbian_oja,0,0.2,12000,0.1091,completed,2.0455636978149414
fashion_mnist,logistic_regression,0,0.5,30000,0.7409,completed,1.149510383605957
fashion_mnist,mlp,0,0.5,30000,0.7632,completed,2.56490421295166
fashion_mnist,cnn,0,0.5,30000,0.1477,completed,4.33107328414917
fashion_mnist,hebbian_oja,0,0.5,30000,0.1144,completed,3.4601776599884033
fashion_mnist,sparse_hebbian_oja,0,0.5,30000,0.1049,completed,3.363081455230713
fashion_mnist,logistic_regression,0,1.0,60000,0.7908,completed,2.527495861053467
fashion_mnist,mlp,0,1.0,60000,0.8117,completed,3.0936508178710938
fashion_mnist,cnn,0,1.0,60000,0.279,completed,8.246000528335571
fashion_mnist,hebbian_oja,0,1.0,60000,0.1541,completed,4.159085750579834
fashion_mnist,sparse_hebbian_oja,0,1.0,60000,0.0977,completed,5.683869123458862
fashion_mnist,logistic_regression,1,0.05,3000,0.6265,completed,0.1418609619140625
fashion_mnist,mlp,1,0.05,3000,0.6619,completed,0.13731932640075684
fashion_mnist,cnn,1,0.05,3000,0.1208,completed,0.3852353096008301
fashion_mnist,hebbian_oja,1,0.05,3000,0.1121,completed,1.2245516777038574
fashion_mnist,sparse_hebbian_oja,1,0.05,3000,0.1,completed,1.0089399814605713
fashion_mnist,logistic_regression,1,0.2,12000,0.6768,completed,0.5387003421783447
fashion_mnist,mlp,1,0.2,12000,0.7056,completed,0.6035239696502686
fashion_mnist,cnn,1,0.2,12000,0.1033,completed,1.4775011539459229
fashion_mnist,hebbian_oja,1,0.2,12000,0.1342,completed,2.3330078125
fashion_mnist,sparse_hebbian_oja,1,0.2,12000,0.0688,completed,2.301571846008301
fashion_mnist,logistic_regression,1,0.5,30000,0.7356,completed,0.9582476615905762
fashion_mnist,mlp,1,0.5,30000,0.7674,completed,1.3501794338226318
fashion_mnist,cnn,1,0.5,30000,0.1118,completed,4.379108190536499
fashion_mnist,hebbian_oja,1,0.5,30000,0.1429,completed,2.8763058185577393
fashion_mnist,sparse_hebbian_oja,1,0.5,30000,0.1001,completed,2.6465654373168945
fashion_mnist,logistic_regression,1,1.0,60000,0.7902,completed,2.2856781482696533
fashion_mnist,mlp,1,1.0,60000,0.8116,completed,2.6935925483703613
fashion_mnist,cnn,1,1.0,60000,0.3801,completed,9.531508684158325
fashion_mnist,hebbian_oja,1,1.0,60000,0.182,completed,3.918443202972412
fashion_mnist,sparse_hebbian_oja,1,1.0,60000,0.1001,completed,4.054095029830933
fashion_mnist,logistic_regression,2,0.05,3000,0.5769,completed,0.09991598129272461
fashion_mnist,mlp,2,0.05,3000,0.6565,completed,0.13344693183898926
fashion_mnist,cnn,2,0.05,3000,0.1036,completed,0.42589735984802246
fashion_mnist,hebbian_oja,2,0.05,3000,0.1,completed,1.129692792892456
fashion_mnist,sparse_hebbian_oja,2,0.05,3000,0.1,completed,1.2409448623657227
fashion_mnist,logistic_regression,2,0.2,12000,0.6871,completed,0.3806891441345215
fashion_mnist,mlp,2,0.2,12000,0.6834,completed,0.6281106472015381
fashion_mnist,cnn,2,0.2,12000,0.1178,completed,2.039968490600586
fashion_mnist,hebbian_oja,2,0.2,12000,0.1002,completed,2.195664167404175
fashion_mnist,sparse_hebbian_oja,2,0.2,12000,0.1,completed,2.1388096809387207
fashion_mnist,logistic_regression,2,0.5,30000,0.7454,completed,1.1354138851165771
fashion_mnist,mlp,2,0.5,30000,0.7638,completed,1.378469705581665
fashion_mnist,cnn,2,0.5,30000,0.1027,completed,4.1202898025512695
fashion_mnist,hebbian_oja,2,0.5,30000,0.1,completed,4.15657377243042
fashion_mnist,sparse_hebbian_oja,2,0.5,30000,0.0988,completed,3.4234402179718018
fashion_mnist,logistic_regression,2,1.0,60000,0.7977,completed,2.2699952125549316
fashion_mnist,mlp,2,1.0,60000,0.8096,completed,2.87923264503479
fashion_mnist,cnn,2,1.0,60000,0.3567,completed,8.565511703491211
fashion_mnist,hebbian_oja,2,1.0,60000,0.1511,completed,4.18376350402832
fashion_mnist,sparse_hebbian_oja,2,1.0,60000,0.1001,completed,4.103724241256714
fashion_mnist,logistic_regression,3,0.05,3000,0.6445,completed,0.11168146133422852
fashion_mnist,mlp,3,0.05,3000,0.6494,completed,0.13612771034240723
fashion_mnist,cnn,3,0.05,3000,0.108,completed,0.42322850227355957
fashion_mnist,hebbian_oja,3,0.05,3000,0.03,completed,1.1883044242858887
fashion_mnist,sparse_hebbian_oja,3,0.05,3000,0.1977,completed,2.5671277046203613
fashion_mnist,logistic_regression,3,0.2,12000,0.7039,completed,0.541557788848877
fashion_mnist,mlp,3,0.2,12000,0.688,completed,0.6776165962219238
fashion_mnist,cnn,3,0.2,12000,0.1077,completed,1.9192512035369873
fashion_mnist,hebbian_oja,3,0.2,12000,0.0843,completed,2.315875291824341
fashion_mnist,sparse_hebbian_oja,3,0.2,12000,0.0088,completed,2.4189305305480957
fashion_mnist,logistic_regression,3,0.5,30000,0.755,completed,1.232126235961914
fashion_mnist,mlp,3,0.5,30000,0.7695,completed,1.2768971920013428
fashion_mnist,cnn,3,0.5,30000,0.2588,completed,4.159453868865967
fashion_mnist,hebbian_oja,3,0.5,30000,0.1,completed,3.269333839416504
fashion_mnist,sparse_hebbian_oja,3,0.5,30000,0.0967,completed,3.0558812618255615
fashion_mnist,logistic_regression,3,1.0,60000,0.7967,completed,2.5479743480682373
fashion_mnist,mlp,3,1.0,60000,0.8092,completed,2.827211856842041
fashion_mnist,cnn,3,1.0,60000,0.3492,completed,9.257420539855957
fashion_mnist,hebbian_oja,3,1.0,60000,0.1349,completed,5.635364770889282
fashion_mnist,sparse_hebbian_oja,3,1.0,60000,0.1015,completed,3.975254774093628
fashion_mnist,logistic_regression,4,0.05,3000,0.6683,completed,0.12125301361083984
fashion_mnist,mlp,4,0.05,3000,0.6561,completed,0.2801227569580078
fashion_mnist,cnn,4,0.05,3000,0.1388,completed,0.4279451370239258
fashion_mnist,hebbian_oja,4,0.05,3000,0.1253,completed,1.2747361660003662
fashion_mnist,sparse_hebbian_oja,4,0.05,3000,0.1001,completed,1.0940971374511719
fashion_mnist,logistic_regression,4,0.2,12000,0.6857,completed,0.5579676628112793
fashion_mnist,mlp,4,0.2,12000,0.694,completed,0.4652581214904785
fashion_mnist,cnn,4,0.2,12000,0.0995,completed,2.0293469429016113
fashion_mnist,hebbian_oja,4,0.2,12000,0.1059,completed,2.189383029937744
fashion_mnist,sparse_hebbian_oja,4,0.2,12000,0.0727,completed,2.0876660346984863
fashion_mnist,logistic_regression,4,0.5,30000,0.7419,completed,1.0505244731903076
fashion_mnist,mlp,4,0.5,30000,0.7664,completed,1.430968999862671
fashion_mnist,cnn,4,0.5,30000,0.1599,completed,3.4941327571868896
fashion_mnist,hebbian_oja,4,0.5,30000,0.1013,completed,2.7018704414367676
fashion_mnist,sparse_hebbian_oja,4,0.5,30000,0.1067,completed,2.9798569679260254
fashion_mnist,logistic_regression,4,1.0,60000,0.7922,completed,3.5713419914245605
fashion_mnist,mlp,4,1.0,60000,0.8154,completed,2.868190050125122
fashion_mnist,cnn,4,1.0,60000,0.338,completed,8.638088464736938
fashion_mnist,hebbian_oja,4,1.0,60000,0.107,completed,4.220142841339111
fashion_mnist,sparse_hebbian_oja,4,1.0,60000,0.1035,completed,4.150008916854858
