dataset,feature_source,readout,n,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,feature_sparsity_mean,feature_sparsity_std,feature_sparsity_ci95_low,feature_sparsity_ci95_high,feature_train_time_s_mean,feature_train_time_s_std,feature_train_time_s_ci95_low,feature_train_time_s_ci95_high,readout_train_time_s_mean,readout_train_time_s_std,readout_train_time_s_ci95_low,readout_train_time_s_ci95_high
fashion_mnist,raw_pixels,knn5,10,0.7827000000000001,0.011832629087025055,0.7753660605099003,0.7900339394900998,0.0,0.0,0.0,0.0,0.0012716531753539703,0.00048449038422847344,0.0009713629241059995,0.001571943426601941,1.449634313583374,0.135461434972815,1.3656744463361128,1.5335941808306353
fashion_mnist,raw_pixels,linear_svm,10,0.7768,0.015076103239527424,0.7674557344025571,0.786144265597443,0.0,0.0,0.0,0.0,0.0012716531753539703,0.00048449038422847344,0.0009713629241059995,0.001571943426601941,0.8985903978347778,0.08076283383467904,0.8485330748141476,0.9486477208554079
fashion_mnist,raw_pixels,logreg,10,0.7698,0.017183971860105257,0.7591492638960702,0.7804507361039299,0.0,0.0,0.0,0.0,0.0012716531753539703,0.00048449038422847344,0.0009713629241059995,0.001571943426601941,2.286958622932434,0.20174972642164624,2.161912846982016,2.4120043988828517
fashion_mnist,raw_pixels,ridge,10,0.7649,0.015765292399586024,0.7551285705355983,0.7746714294644017,0.0,0.0,0.0,0.0,0.0012716531753539703,0.00048449038422847344,0.0009713629241059995,0.001571943426601941,0.3131620168685913,0.05257797716162229,0.2805738489999632,0.3457501847372194
fashion_mnist,raw_pixels,small_mlp,10,0.8028000000000001,0.01366097442433085,0.7943328403293143,0.8112671596706859,0.0,0.0,0.0,0.0,0.0012716531753539703,0.00048449038422847344,0.0009713629241059995,0.001571943426601941,4.64519727230072,1.839824063351061,3.504862503602367,5.785532040999073
fashion_mnist,sparse_oja,knn5,10,0.3807,0.04728647915748339,0.35139153657312544,0.4100084634268745,0.8984375,0.0,0.8984375,0.8984375,2.9423853874206545,0.7126963631158757,2.5006516050579957,3.3841191697833133,1.1782055854797364,0.08225400825617483,1.1272240229772463,1.2291871479822265
fashion_mnist,sparse_oja,linear_svm,10,0.20340000000000003,0.06010583258812003,0.16614601899871045,0.2406539810012896,0.8984375,0.0,0.8984375,0.8984375,2.9423853874206545,0.7126963631158757,2.5006516050579957,3.3841191697833133,0.3398585319519043,0.025949883216877426,0.3237746276996852,0.3559424362041234
fashion_mnist,sparse_oja,logreg,10,0.2367,0.05954279506745082,0.1997949932695064,0.2736050067304936,0.8984375,0.0,0.8984375,0.8984375,2.9423853874206545,0.7126963631158757,2.5006516050579957,3.3841191697833133,0.5564064502716064,0.0636320933017854,0.5169668702364811,0.5958460303067317
fashion_mnist,sparse_oja,ridge,10,0.6011,0.034808843065456174,0.5795252555467689,0.622674744453231,0.8984375,0.0,0.8984375,0.8984375,2.9423853874206545,0.7126963631158757,2.5006516050579957,3.3841191697833133,0.00512866973876948,0.00036910986041747854,0.004899893077083252,0.005357446400455709
fashion_mnist,sparse_oja,small_mlp,10,0.1378,0.07740054550482474,0.08982664487678835,0.18577335512321166,0.8984375,0.0,0.8984375,0.8984375,2.9423853874206545,0.7126963631158757,2.5006516050579957,3.3841191697833133,0.12515132427215575,0.10855301208019057,0.05786947032330149,0.19243317822101003
fashion_mnist,standard_cnn_penultimate,knn5,5,0.7043999999999999,0.014152738250953386,0.6919945779596177,0.7168054220403821,0.36052812500000003,0.03279434561024059,0.3317826136636491,0.389273636336351,1.734899377822876,0.20069789733145865,1.5589799144041052,1.910818841241647,1.229750633239746,0.04392263437258037,1.1912507467262263,1.2682505197532659
fashion_mnist,standard_cnn_penultimate,linear_svm,5,0.6936,0.03197342646636419,0.6655740560194665,0.7216259439805335,0.36052812500000003,0.03279434561024059,0.3317826136636491,0.389273636336351,1.734899377822876,0.20069789733145865,1.5589799144041052,1.910818841241647,0.24083666801452633,0.02181884916180162,0.22171160348721805,0.2599617325418346
fashion_mnist,standard_cnn_penultimate,logreg,5,0.6946,0.04718368362050592,0.6532416777903165,0.7359583222096835,0.36052812500000003,0.03279434561024059,0.3317826136636491,0.389273636336351,1.734899377822876,0.20069789733145865,1.5589799144041052,1.910818841241647,0.44462223052978517,0.0597377134837702,0.3922598159670997,0.49698464509247064
fashion_mnist,standard_cnn_penultimate,ridge,5,0.7886,0.02165178976435896,0.7696213694909247,0.8075786305090752,0.36052812500000003,0.03279434561024059,0.3317826136636491,0.389273636336351,1.734899377822876,0.20069789733145865,1.5589799144041052,1.910818841241647,0.00588212013244626,0.002118461167992914,0.004025207046150563,0.007739033218741957
fashion_mnist,standard_cnn_penultimate,small_mlp,5,0.6891999999999999,0.024863628053846013,0.6674060691016971,0.7109939308983028,0.36052812500000003,0.03279434561024059,0.3317826136636491,0.389273636336351,1.734899377822876,0.20069789733145865,1.5589799144041052,1.910818841241647,0.23126611709594722,0.07146378487040195,0.16862534778328842,0.293906886408606
mnist,homeostatic_sparse_oja,knn5,10,0.22399999999999998,0.026919633479426625,0.2073150383079053,0.24068496169209466,0.8984375,0.0,0.8984375,0.8984375,2.6216150283813477,0.3477555355531144,2.4060739143705647,2.8371561423921308,1.1627069234848022,0.11247023029773488,1.0929971525307163,1.2324166944388881
mnist,homeostatic_sparse_oja,linear_svm,10,0.18430000000000002,0.033724537720248214,0.16339731496247967,0.20520268503752037,0.8984375,0.0,0.8984375,0.8984375,2.6216150283813477,0.3477555355531144,2.4060739143705647,2.8371561423921308,0.36204354763031005,0.02516530307687316,0.346445931186963,0.3776411640736571
mnist,homeostatic_sparse_oja,logreg,10,0.1617,0.04656429247109133,0.13283915251879577,0.19056084748120425,0.8984375,0.0,0.8984375,0.8984375,2.6216150283813477,0.3477555355531144,2.4060739143705647,2.8371561423921308,0.6595524072647094,0.05109794035535475,0.6278815757125039,0.6912232388169149
mnist,homeostatic_sparse_oja,ridge,10,0.32930000000000004,0.05505159196406383,0.29517866979276586,0.3634213302072342,0.8984375,0.0,0.8984375,0.8984375,2.6216150283813477,0.3477555355531144,2.4060739143705647,2.8371561423921308,0.00508430004119866,0.00047385505093430725,0.004790601637820068,0.005377998444577252
mnist,homeostatic_sparse_oja,small_mlp,10,0.132,0.04123105625617661,0.10644472657160561,0.1575552734283944,0.8984375,0.0,0.8984375,0.8984375,2.6216150283813477,0.3477555355531144,2.4060739143705647,2.8371561423921308,0.12564959526062008,0.04271637478890023,0.09917371186782957,0.15212547865341058
mnist,mlp_hidden,knn5,5,0.8892,0.004919349550499542,0.884888,0.893512,0.145834375,0.019795019983877497,0.12848327496243256,0.16318547503756742,0.576250410079956,0.5831143264424056,0.06512816722890113,1.0873726529310108,1.228680181503296,0.09056842983538384,1.1492934525381793,1.3080669104684126
mnist,mlp_hidden,linear_svm,5,0.8646,0.006308724118235007,0.859070159495971,0.8701298405040291,0.145834375,0.019795019983877497,0.12848327496243256,0.16318547503756742,0.576250410079956,0.5831143264424056,0.06512816722890113,1.0873726529310108,0.2084053516387939,0.02254778848310577,0.18864134362491344,0.22816935965267435
mnist,mlp_hidden,logreg,5,0.8771999999999999,0.0073959448348402445,0.8707171685198517,0.883682831480148,0.145834375,0.019795019983877497,0.12848327496243256,0.16318547503756742,0.576250410079956,0.5831143264424056,0.06512816722890113,1.0873726529310108,0.35197839736938474,0.020525070997130645,0.3339873794042881,0.3699694153344814
mnist,mlp_hidden,ridge,5,0.8665999999999998,0.007436396977031289,0.86008171065386,0.8731182893461397,0.145834375,0.019795019983877497,0.12848327496243256,0.16318547503756742,0.576250410079956,0.5831143264424056,0.06512816722890113,1.0873726529310108,0.00595006942749018,0.0019431503458746326,0.004246823052050041,0.007653315802930319
mnist,mlp_hidden,small_mlp,5,0.8495999999999999,0.026053790511171283,0.8267628457114289,0.8724371542885709,0.145834375,0.019795019983877497,0.12848327496243256,0.16318547503756742,0.576250410079956,0.5831143264424056,0.06512816722890113,1.0873726529310108,0.21499018669128417,0.0732454036607841,0.1507877596543135,0.2791926137282548
mnist,oja,knn5,10,0.5975,0.0182223915981288,0.5862056446743419,0.6087943553256582,0.10037812499999998,0.0242835965971595,0.08532699589456327,0.1154292541054367,2.6434205055236815,0.6446376598264144,2.243869944491512,3.042971066555851,1.1660980463027955,0.08637092860798745,1.1125647901298883,1.2196313024757026
mnist,oja,linear_svm,10,0.46040000000000003,0.09842560642434467,0.3993951771086909,0.5214048228913092,0.10037812499999998,0.0242835965971595,0.08532699589456327,0.1154292541054367,2.6434205055236815,0.6446376598264144,2.243869944491512,3.042971066555851,0.3044885635375977,0.03337781399775274,0.2838007800897293,0.32517634698546605
mnist,oja,logreg,10,0.5504999999999999,0.06325653238116115,0.5112931950351018,0.5897068049648979,0.10037812499999998,0.0242835965971595,0.08532699589456327,0.1154292541054367,2.6434205055236815,0.6446376598264144,2.243869944491512,3.042971066555851,0.4446971654891968,0.04727805314330026,0.41539392456001967,0.47400040641837393
mnist,oja,ridge,10,0.807,0.015958278938114395,0.7971089562397761,0.816891043760224,0.10037812499999998,0.0242835965971595,0.08532699589456327,0.1154292541054367,2.6434205055236815,0.6446376598264144,2.243869944491512,3.042971066555851,0.0055232048034667405,0.001801109481865233,0.004406865580974846,0.006639544025958635
mnist,oja,small_mlp,10,0.387,0.1437969247082689,0.2978737426892489,0.47612625731075114,0.10037812499999998,0.0242835965971595,0.08532699589456327,0.1154292541054367,2.6434205055236815,0.6446376598264144,2.243869944491512,3.042971066555851,0.20725276470184323,0.08281903116990137,0.15592099736919116,0.25858453203449533
mnist,raw_pixels,knn5,10,0.9099000000000002,0.0064368729468068115,0.9059103848138784,0.9138896151861219,0.0,0.0,0.0,0.0,0.008516550064086862,0.02298269011209429,-0.005728268848274638,0.022761368976448364,1.4219897985458374,0.09476648633301045,1.3632529217837854,1.4807266753078894
mnist,raw_pixels,linear_svm,10,0.8432999999999999,0.009649985607358302,0.8373188769542093,0.8492811230457906,0.0,0.0,0.0,0.0,0.008516550064086862,0.02298269011209429,-0.005728268848274638,0.022761368976448364,0.808747386932373,0.06051070767496359,0.7712424617523957,0.8462523121123503
mnist,raw_pixels,logreg,10,0.8448,0.008978987817244346,0.8392347656932624,0.8503652343067376,0.0,0.0,0.0,0.0,0.008516550064086862,0.02298269011209429,-0.005728268848274638,0.022761368976448364,2.420943522453308,0.15426133721429422,2.325331355075217,2.516555689831399
mnist,raw_pixels,ridge,10,0.8058,0.011331372379372201,0.7987767426360698,0.8128232573639301,0.0,0.0,0.0,0.0,0.008516550064086862,0.02298269011209429,-0.005728268848274638,0.022761368976448364,0.3120553731918335,0.06989120335512329,0.26873635655344397,0.35537438983022307
mnist,raw_pixels,small_mlp,10,0.8961,0.010846914563854356,0.8893770127010218,0.9028229872989783,0.0,0.0,0.0,0.0,0.008516550064086862,0.02298269011209429,-0.005728268848274638,0.022761368976448364,3.741179919242859,1.6277860097758061,2.732267697730122,4.750092140755596
mnist,sparse_oja,knn5,10,0.21880000000000002,0.024284425736124236,0.20374835698890872,0.23385164301109132,0.8984375,0.0,0.8984375,0.8984375,2.9491127490997315,0.5965942766472564,2.579339785467449,3.318885712732014,1.182216215133667,0.0934114859068967,1.1243191763367104,1.2401132539306237
mnist,sparse_oja,linear_svm,10,0.1629,0.03596124457122016,0.1406109896934735,0.18518901030652649,0.8984375,0.0,0.8984375,0.8984375,2.9491127490997315,0.5965942766472564,2.579339785467449,3.318885712732014,0.3949173927307129,0.03290555351393037,0.3745223193632878,0.41531246609813804
mnist,sparse_oja,logreg,10,0.16440000000000002,0.05015354202623956,0.13331451259653293,0.1954854874034671,0.8984375,0.0,0.8984375,0.8984375,2.9491127490997315,0.5965942766472564,2.579339785467449,3.318885712732014,0.6936673164367676,0.05665505390879246,0.6585521502197313,0.7287824826538039
mnist,sparse_oja,ridge,10,0.3167,0.05209617175101363,0.284410458218729,0.34898954178127095,0.8984375,0.0,0.8984375,0.8984375,2.9491127490997315,0.5965942766472564,2.579339785467449,3.318885712732014,0.0050323247909545305,0.0005578249382744189,0.00468658131219889,0.005378068269710171
mnist,sparse_oja,small_mlp,10,0.12869999999999998,0.03435452420472933,0.10740684529400742,0.14999315470599256,0.8984375,0.0,0.8984375,0.8984375,2.9491127490997315,0.5965942766472564,2.579339785467449,3.318885712732014,0.12539527416229243,0.06452006502725766,0.08540532354970407,0.1653852247748808
mnist,standard_cnn_penultimate,knn5,5,0.8644000000000001,0.014135062787267708,0.8520100711866452,0.8767899288133549,0.3559453125,0.03884500819751791,0.32189616156485484,0.38999446343514516,1.3991750717163085,0.18228371036417396,1.2393963548307596,1.5589537886018574,1.1581124305725097,0.06176564149322946,1.1039724587358346,1.2122524024091847
mnist,standard_cnn_penultimate,linear_svm,5,0.8614,0.01397497763862255,0.8491503920062723,0.8736496079937278,0.3559453125,0.03884500819751791,0.32189616156485484,0.38999446343514516,1.3991750717163085,0.18228371036417396,1.2393963548307596,1.5589537886018574,0.22246384620666504,0.022727431285457653,0.20254237433383546,0.24238531807949462
mnist,standard_cnn_penultimate,logreg,5,0.8608,0.016724233913695433,0.8461405626301689,0.8754594373698311,0.3559453125,0.03884500819751791,0.32189616156485484,0.38999446343514516,1.3991750717163085,0.18228371036417396,1.2393963548307596,1.5589537886018574,0.37406063079833984,0.045439776040556316,0.3342309109795922,0.4138903506170875
mnist,standard_cnn_penultimate,ridge,5,0.9096,0.010454664030948111,0.9004360829335921,0.9187639170664078,0.3559453125,0.03884500819751791,0.32189616156485484,0.38999446343514516,1.3991750717163085,0.18228371036417396,1.2393963548307596,1.5589537886018574,0.0047481536865233796,0.0004523185141516072,0.004351679028034499,0.00514462834501226
mnist,standard_cnn_penultimate,small_mlp,5,0.8058,0.037499333327407285,0.7729303850950455,0.8386696149049544,0.3559453125,0.03884500819751791,0.32189616156485484,0.38999446343514516,1.3991750717163085,0.18228371036417396,1.2393963548307596,1.5589537886018574,0.20895857810974117,0.08925505497720405,0.13072307296605357,0.28719408325342877
