dataset,seed,feature_source,linear_probe_accuracy,silhouette,davies_bouldin,fisher_ratio,mean_intra_class_distance,mean_inter_class_distance,inter_intra_ratio,activation_sparsity,dead_unit_rate,mean_activation_per_unit,utilization_entropy,class_selectivity_index,train_subset_n,test_subset_n,status,error
mnist,9,sparse_oja,0.42,-0.190914437174797,24.677440815482512,0.3068077534321711,2.5286121368408203,1.1946734189987185,0.4724621074115536,0.8984375,0.8984375,0.6117815971374512,2.564949357448417,0.0105003553908318,2000,1000,ok,
mnist,9,homeostatic_sparse_oja,0.435,-0.1908673644065857,24.57005115581282,0.3069373118428238,2.5285897254943848,1.195305347442627,0.4727162083237725,0.8984375,0.8984375,0.6047877073287964,2.564949357448417,0.010616788174957,2000,1000,ok,
mnist,9,raw_pixels,0.825,-0.0369372852146625,4.155111468791708,0.1725576035800279,20.659442901611328,22.59662818908692,1.093767547203483,0.8053137755102041,0.221938775510204,0.1334786266088485,5.890777921118287,0.4816419773031862,2000,1000,ok,
fashion_mnist,0,oja,0.754,-0.1333590000867843,7.11978498723808,0.5897297012905084,7.601556301116943,5.4878458976745605,0.7219371507999587,0.1571484375,0.0,7.748069763183594,4.717162314179987,0.2707027191063389,2000,1000,ok,
fashion_mnist,0,sparse_oja,0.581,-0.2073497325181961,13.539077561570698,0.7263704322790662,2.1581177711486816,1.0489522218704224,0.4860495733333497,0.8984375,0.8984375,0.967686653137207,2.564949357448417,0.016505264560692,2000,1000,ok,
fashion_mnist,0,homeostatic_sparse_oja,0.576,-0.2075661867856979,13.227388642727524,0.7280592930040557,2.156747341156006,1.047836184501648,0.4858409534143796,0.8984375,0.8984375,0.9620500802993774,2.564949357448417,0.01662506791763,2000,1000,ok,
fashion_mnist,0,raw_pixels,0.769,0.0262492038309574,3.612959969877269,0.4873230632644502,21.417856216430664,23.700477600097656,1.106575623657179,0.4977474489795918,0.0012755102040816,0.2884280979633331,6.464159326821931,0.4565784909420323,2000,1000,ok,
fashion_mnist,1,oja,0.778,-0.0901125743985176,7.00004230098897,0.751438140739506,7.232136726379394,5.391623497009277,0.7455090661301319,0.1486953125,0.0,7.484866142272949,4.730271643964665,0.3112969063222408,2000,1000,ok,
fashion_mnist,1,sparse_oja,0.62,-0.2215199470520019,24.604888469934668,0.9287018061451102,2.034569025039673,0.8666477203369141,0.4259613262910011,0.8984375,0.8984375,0.9517869353294371,2.564949357448416,0.0210774393053725,2000,1000,ok,
fashion_mnist,1,homeostatic_sparse_oja,0.623,-0.2217068672180175,25.164132985426143,0.927996874635482,2.034685134887696,0.8655608892440796,0.4254028667150157,0.8984375,0.8984375,0.9469324350357056,2.564949357448416,0.0211955914273858,2000,1000,ok,
fashion_mnist,1,raw_pixels,0.767,0.0296941641718149,3.295707253890167,0.5244387901063553,21.13631629943848,23.49203109741211,1.1114534228481008,0.4979808673469387,0.0012755102040816,0.2862873375415802,6.462701238001959,0.4646890559613856,2000,1000,ok,
fashion_mnist,2,oja,0.775,-0.1173833310604095,9.02913621421512,0.681022559355299,7.469861030578613,5.355261325836182,0.7169157905231669,0.0959453125,0.0,8.049158096313477,4.783000824665312,0.2477447313722223,2000,1000,ok,
fashion_mnist,2,sparse_oja,0.639,-0.2199716567993164,33.05557344058526,0.7611559450859892,2.149964570999145,0.955443561077118,0.4443996770759127,0.8984375,0.8984375,0.9541233777999878,2.564949357448417,0.0181885077618062,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,0.631,-0.2205380052328109,35.25552252584667,0.7593789498015115,2.1507153511047363,0.953534722328186,0.4433570076290896,0.8984375,0.8984375,0.948618233203888,2.564949357448417,0.0182991320034489,2000,1000,ok,
fashion_mnist,2,raw_pixels,0.788,0.0238846782594919,3.6084205132666063,0.4904421376469048,21.340309143066406,23.5364990234375,1.102912749091245,0.5033035714285714,0.0,0.2835288047790527,6.459207733031379,0.4648910322587709,2000,1000,ok,
fashion_mnist,3,oja,0.761,-0.1391469091176986,6.2140658607525285,0.6545084869356828,7.525832653045654,5.3373122215271,0.7091988976616981,0.1445390625,0.0,7.537520408630371,4.733292035233224,0.2907808667514473,2000,1000,ok,
fashion_mnist,3,sparse_oja,0.582,-0.2214215099811554,15.284779790112555,0.8361497932653498,2.091644048690796,0.9070633053779602,0.4336604528601683,0.8984375,0.8984375,0.9527871608734132,2.564949357448417,0.0207574982196092,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,0.581,-0.2217482179403305,15.26454219655219,0.8346441556939992,2.092432975769043,0.9059345722198486,0.4329575105680279,0.8984375,0.8984375,0.9478337168693542,2.564949357448417,0.0208883284358307,2000,1000,ok,
fashion_mnist,3,raw_pixels,0.749,0.0266278162598609,3.504011835537562,0.4715237801550831,21.407485961914062,23.52242660522461,1.0987944426109693,0.500577806122449,0.0,0.2855751514434814,6.458069126886131,0.4545430560995425,2000,1000,ok,
fashion_mnist,4,oja,0.782,-0.134540170431137,8.310196522708832,0.7151266277813413,7.242307662963867,4.874149322509766,0.6730105305294886,0.1135546875,0.0,7.878179550170898,4.757488934064775,0.2622374986531213,2000,1000,ok,
fashion_mnist,4,sparse_oja,0.602,-0.2265856564044952,68.31690822224752,0.8588982774669238,2.0707547664642334,0.9015265703201294,0.4353613401837196,0.8984375,0.8984375,0.9607276320457458,2.564949357448416,0.0192373353056609,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,0.601,-0.2265673875808715,72.2699926767427,0.8583562197951802,2.070941686630249,0.9016231298446656,0.43536867100846,0.8984375,0.8984375,0.955165147781372,2.564949357448416,0.0193684332771226,2000,1000,ok,
fashion_mnist,4,raw_pixels,0.773,0.0252448599785566,3.5607553223961323,0.505206713884153,21.221508026123047,23.32583236694336,1.099159981384398,0.4982882653061224,0.0038265306122448,0.2862511575222015,6.460793842078681,0.4621405277724321,2000,1000,ok,
fashion_mnist,5,oja,0.77,-0.160436138510704,6.959499233274362,0.6831683078031702,7.193109035491943,4.859104156494141,0.675522104908722,0.11165625,0.0,8.000261306762695,4.760632529033831,0.2742163527291268,2000,1000,ok,
fashion_mnist,5,sparse_oja,0.645,-0.2327046394348144,31.645607907985653,0.7981806826072124,2.074737787246704,0.9382072687149048,0.45220522539357,0.8984375,0.8984375,0.9553433060646056,2.564949357448417,0.0206153468461707,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,0.642,-0.2325349450111389,30.825072230495227,0.8014360446425084,2.072511672973633,0.9358781576156616,0.4515671346122819,0.8984375,0.8984375,0.9500468969345092,2.564949357448417,0.0207922147819772,2000,1000,ok,
fashion_mnist,5,raw_pixels,0.748,0.026430768892169,3.4166412945063187,0.4952388225624247,21.282983779907227,23.56518745422364,1.1072313777953389,0.5012576530612245,0.0038265306122448,0.2864439487457275,6.459667443072751,0.4553982458951674,2000,1000,ok,
fashion_mnist,6,oja,0.732,-0.11807731539011,8.043309080161363,0.6227787362690376,7.699493408203125,5.725319862365723,0.7435969561666435,0.1710625,0.0,7.41062068939209,4.715961569514894,0.2871038898592815,2000,1000,ok,
fashion_mnist,6,sparse_oja,0.567,-0.2363316416740417,42.2359321316949,0.785057563234973,2.1164562702178955,0.9303996562957764,0.4396025891900659,0.8984375,0.8984375,0.9689828157424928,2.564949357448417,0.0174056742107495,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,0.563,-0.2362973392009735,40.2150018960932,0.787136525837586,2.1151723861694336,0.9288978576660156,0.4391594102397515,0.8984375,0.8984375,0.9632641077041626,2.564949357448417,0.017551272525452,2000,1000,ok,
fashion_mnist,6,raw_pixels,0.738,0.0161897595971822,3.629203947617058,0.4822232066986399,21.350988388061523,23.221519470214844,1.0876086412560717,0.4965701530612245,0.0025510204081632,0.2884190082550049,6.465257150633436,0.4509163429029286,2000,1000,ok,
fashion_mnist,7,oja,0.768,-0.1199268996715545,9.933017698148394,0.6344346380070162,7.559065341949463,5.697285175323486,0.753702331914678,0.143984375,0.0,7.698774814605713,4.733952666091332,0.2745935294078663,2000,1000,ok,
fashion_mnist,7,sparse_oja,0.578,-0.2202605456113815,45.03677031334979,0.7938408525010145,2.11253023147583,0.9998589158058168,0.4732992223769665,0.8984375,0.8984375,0.9711124897003174,2.564949357448416,0.0186531645013019,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,0.569,-0.2202465385198593,44.826947872476914,0.7950259294730229,2.1114559173583984,0.9983383417129515,0.4728198839033687,0.8984375,0.8984375,0.9660231471061708,2.564949357448416,0.018817558302544,2000,1000,ok,
fashion_mnist,7,raw_pixels,0.764,0.0295525845140218,3.7634708224168407,0.5156083608679134,21.18584632873535,23.61824417114257,1.1148123990263696,0.4988622448979591,0.0038265306122448,0.2901219427585602,6.45879337714352,0.455169048958591,2000,1000,ok,
fashion_mnist,8,oja,0.779,-0.1015410423278808,5.566089669838431,0.7943782553893781,7.1113996505737305,5.191606044769287,0.7300399780442252,0.113015625,0.0,7.74714469909668,4.764673776273157,0.265512177022174,2000,1000,ok,
fashion_mnist,8,sparse_oja,0.55,-0.2008114010095596,16.78425185687695,0.9349018780569484,2.0237271785736084,0.936472237110138,0.4627462866658403,0.8984375,0.8984375,0.9447988271713256,2.564949357448417,0.0192897352389991,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,0.548,-0.2014292478561401,18.71305020343103,0.9329416755371585,2.0247769355773926,0.9355026483535768,0.4620275112361171,0.8984375,0.8984375,0.9401450157165528,2.564949357448417,0.0194270117208361,2000,1000,ok,
fashion_mnist,8,raw_pixels,0.77,0.0297987982630729,3.6188768121210506,0.5272306194113072,20.997949600219727,23.44289970397949,1.1164375641578388,0.5028801020408163,0.0012755102040816,0.2847786247730255,6.457049095386815,0.4634733692723877,2000,1000,ok,
fashion_mnist,9,oja,0.77,-0.1554196923971176,7.488250961703111,0.7131067972639282,7.231654167175293,4.7559733390808105,0.6576605060385308,0.100015625,0.0,8.171577453613281,4.772692886307304,0.2585134832188487,2000,1000,ok,
fashion_mnist,9,sparse_oja,0.647,-0.1486016064882278,11.750791175235031,0.8790939308975037,2.215584754943848,1.334218144416809,0.6021968428149893,0.8984375,0.890625,0.9677083492279052,2.610561151097219,0.0258710596244782,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,0.642,-0.1214014440774917,8.109130491194737,0.9507146622522008,2.125455617904663,1.3687764406204224,0.6439920123898699,0.8984375,0.890625,0.9649550914764404,2.615256387422545,0.0262946290895342,2000,1000,ok,
fashion_mnist,9,raw_pixels,0.783,0.0249076262116432,3.4029179725201315,0.5103218685651204,21.171825408935547,23.440204620361328,1.1071414092838356,0.4988941326530612,0.0012755102040816,0.2869678735733032,6.461898398181509,0.4651257057807275,2000,1000,ok,
mnist,0,mlp_hidden,0.868,0.1212127655744552,2.2334141420757145,0.967404149193012,7.519082069396973,9.886696815490724,1.3148808224515518,0.1498515625,0.0234375,0.5619368553161621,4.797180137220298,0.3871404194505885,2000,1000,ok,
mnist,0,standard_cnn_penultimate,0.907,0.121343620121479,2.166356951193692,1.1887846597142473,5.787310600280762,7.576084136962891,1.3090854561346752,0.3537421875,0.34375,0.8050780296325684,4.430449588792363,0.1711893976898864,2000,1000,ok,
mnist,1,mlp_hidden,0.863,0.1218201890587806,2.2742266114502314,0.9974375188054282,7.598728656768799,9.945487022399902,1.308835658125435,0.12328125,0.0078125,0.5818856954574585,4.828316599546353,0.3802093995036557,2000,1000,ok,
mnist,1,standard_cnn_penultimate,0.912,0.1379642784595489,2.171592764836572,1.3190079263354066,5.922245979309082,7.9418044090271,1.3410122505503037,0.3133125,0.296875,0.6743307113647461,4.4992599596517024,0.1853881850256584,2000,1000,ok,
mnist,2,mlp_hidden,0.861,0.1087114736437797,2.4703536192572715,0.9587403091425843,7.587606430053711,9.743890762329102,1.2841850525790703,0.129265625,0.015625,0.5849342346191406,4.812488726080952,0.370804060716182,2000,1000,ok,
mnist,2,standard_cnn_penultimate,0.916,0.1486442536115646,2.0719134774673225,1.5127090336733362,5.531156539916992,7.606453895568848,1.3752013418303335,0.3296484375,0.3203125,0.4433608651161194,4.465668510785418,0.1645845154416747,2000,1000,ok,
mnist,3,mlp_hidden,0.879,0.1234216690063476,2.182214602962142,1.0643241188906318,7.346578598022461,9.752269744873049,1.3274573483086152,0.154671875,0.0234375,0.5604660511016846,4.80850429573097,0.3974080958869308,2000,1000,ok,
mnist,3,standard_cnn_penultimate,0.92,0.1472030580043792,2.0540098594644176,1.4037964077679672,5.293719291687012,7.3829026222229,1.39465321363285,0.41378125,0.3984375,0.4983488917350769,4.3433098672309445,0.1634526302223093,2000,1000,ok,
mnist,4,mlp_hidden,0.859,0.115595169365406,2.268977836304937,1.0018748702300426,7.525063037872314,9.830126762390137,1.306318194667013,0.1163515625,0.0078125,0.5918313264846802,4.826071197736627,0.3714055363088846,2000,1000,ok,
mnist,4,standard_cnn_penultimate,0.893,0.1146366670727729,2.264073227250804,1.1244105275069252,5.869155406951904,7.661605358123779,1.3054016850614394,0.3692421875,0.34375,0.6759639978408813,4.415223774329847,0.1708278877777047,2000,1000,ok,
fashion_mnist,0,mlp_hidden,0.787,0.1206059381365776,2.6421153401619857,1.6975287524498843,5.8010783195495605,7.441395759582519,1.282760781647065,0.33046875,0.1328125,0.81911700963974,4.637311055738765,0.4131545586278662,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,0.768,0.0803539976477623,3.545341505930017,2.105154140575347,4.752239227294922,5.7079291343688965,1.201103071912643,0.3856015625,0.3203125,1.1421657800674438,4.450656446345672,0.2373612214578315,2000,1000,ok,
fashion_mnist,1,mlp_hidden,0.799,0.1177530661225318,2.4886408431604083,1.615844809321362,6.046510219573975,7.740301609039307,1.2801271027345411,0.266625,0.078125,0.9078031778335572,4.687924573249001,0.4333950919099152,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,0.81,0.0761492922902107,2.898745113539193,2.3214922485573064,4.67025089263916,5.40936279296875,1.1582595704854646,0.3420546875,0.3125,1.0233538150787354,4.475725026326906,0.2140460911905393,2000,1000,ok,
fashion_mnist,2,mlp_hidden,0.797,0.1003189161419868,2.7096648945928914,1.4948911759729633,6.17753791809082,7.634322643280029,1.2358196330809728,0.2163203125,0.0703125,0.9807770848274232,4.730020520422531,0.3972928543807938,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,0.777,0.0972454473376274,2.8419992554820013,2.1545368907133025,4.8093109130859375,5.8126726150512695,1.2086289949011235,0.3488671875,0.3046875,0.6505903005599976,4.485189198804026,0.2143281060270965,2000,1000,ok,
fashion_mnist,3,mlp_hidden,0.79,0.0910245403647422,2.7371805162704312,1.4708862919227452,6.098419189453125,7.359498977661133,1.2067879804634891,0.269078125,0.09375,0.9349138736724854,4.679463776943223,0.4014099008636549,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,0.774,0.0697835832834243,2.837002535494152,1.8625571209497624,4.750791549682617,5.440302848815918,1.1451360877279957,0.402953125,0.3671875,0.8155571222305298,4.3780261748566405,0.2034938645083457,2000,1000,ok,
fashion_mnist,4,mlp_hidden,0.806,0.1049178913235664,2.826510840194335,1.5748410282474952,6.131768703460693,7.545431137084961,1.2305472534906907,0.2511171875,0.1015625,0.9164162874221802,4.692001951509592,0.3887373376637697,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,0.814,0.06272556632757187,3.7530399227255353,1.948367307298467,4.991510391235352,5.554970741271973,1.1128837377609981,0.3231640625,0.2890625,1.0901046991348267,4.5085381184094055,0.2088472555624321,2000,1000,ok,
